127.0.0.1 - - [10/May/2017:22:32:02 +0400] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:04 +0400] "GET /CarService/ HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:04 +0400] "GET /CarService/styles/LoginStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:05 +0400] "GET /CarService/ HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:05 +0400] "GET /CarService/styles/LoginStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:05 +0400] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:10 +0400] "POST /CarService/menu HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:10 +0400] "GET /CarService/admin_menu?action=getadminmenu HTTP/1.1" 200 915
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:10 +0400] "GET /CarService/styles/CarServiceMenuStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:14 +0400] "GET /CarService/admin_admins?action=getalladmins HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:14 +0400] "GET /CarService/styles/TableStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:14 +0400] "GET /CarService/styles/IndicatorStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:14 +0400] "GET /CarService/scripts/IndicatorChecker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:15 +0400] "GET /CarService/menu?action=getadminmenu HTTP/1.1" 200 915
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:18 +0400] "GET /CarService/admin_orders?action=getallorders HTTP/1.1" 200 3212
0:0:0:0:0:0:0:1 - - [10/May/2017:22:32:18 +0400] "GET /CarService/scripts/ActionHidder.js HTTP/1.1" 200 658
